"SuperClass","Class","Order","Family","Genus.species","SpecCode","basin","FUni","FSpe","PE","APD","SEI","IUCN","ori"
"Osteichthyes","Teleostei","Cypriniformes","Cobitidae","Misgurnus_dabryanus",17244,"PL",0.709935132858952,0.200036519456995,30.16397921,251.982993818318,0.186478151,"LC",0.413784217895089
"Osteichthyes","Teleostei","Cypriniformes","Cyprinidae","Spinibarbus_caldwelli",17293,"PL",0.317203580031929,0.148453334695349,33.565022423,231.375828739031,0.013992318,"DD",0.228526110380571
"Osteichthyes","Teleostei","Cypriniformes","Cyprinidae","Acrossocheilus_kreyenbergii",55158,"PL",0.577632197475316,0.222615994770462,33.565022323,231.375828639901,0.114889527,"DD",0.37208840896738
"Osteichthyes","Teleostei","Cypriniformes","Cyprinidae","Cyprinus_rubrofuscus",59920,"PL",0.431588465709804,0.155199504499773,38.108974824,231.293107198266,0,"LC",0.269938030705593
"Osteichthyes","Teleostei","Cypriniformes","Cyprinidae","Carassius_auratus",271,"PL",0.705904174291783,0.214524305620078,0.017985,230.630655129257,0,"LC",0.356247496848401
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Zacco_aff.Acanthogenys",NA,"PL",0.463052151421674,0.23935030955648,15.864966853,205.200150140666,0.024103832,"NE",0.294819132877324
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Opsariichthys_bidens",27264,"PL",0.597773961939341,0.195894981528921,15.86496675,205.200150038562,0,"LC",0.284231158671796
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Mylopharyngodon_piceus",4602,"PL",0.606853848631125,0.245056003751528,15.139746,200.045414091605,0.013992318,"LC",0.327888659417373
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Ctenopharyngodon_idella",79,"PL",0.754899292314729,0.318136326786299,17.875691,200.092995743779,0.013992318,"LC",0.478504002745402
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Squaliobarbus_curriculus",10387,"PL",0.514984716105046,0.25045646676105,17.473833,200.079018074214,0.035938509,"LC",0.31274899928868
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Ochetobius_elongatus",25599,"PL",0.565272047765935,0.244779590373315,15.139746,200.045414091605,0.220750815,"LC",0.316960206656201
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Luciobrama_macrocephalus",54895,"PL",0.565272047765935,0.26619333078417,15.964961,200.05277682204,0.220750815,"DD",0.340139934788719
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Elopichthys_bambusa",12068,"PL",0.855261910450585,0.354090472714635,15.964961,200.05277682204,0.035938509,"LC",0.546009262235205
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Pseudolaubuca_sinensis",54783,"PL",0.350842479486786,0.184077861118175,12.2576798,198.147388952833,0.126724204,"LC",0.1925365582482
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Pseudolaubuca_engraulis",54782,"PL",0.486445413761175,0.145967015462573,11.75847533,198.121343499125,0.219175745,"LC",0.187091797772717
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Toxabramis_swinhonis",55396,"PL",0.899179251887637,0.204701613382318,7.0889825,198.009058209198,0.220750815,"NE",0.348011671153446
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Hemiculter_leucisculus",4755,"PL",0.486445413761175,0.193386234226051,7.0889825,198.009058209198,0,"LC",0.230648303529891
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Hemiculter_bleekeri",22529,"PL",0.982507599465792,0.324202601193858,9.971563786,198.059190057943,0.060042341,"NE",0.535887024041641
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Culter_alburnus",46708,"PL",0.189998681967984,0.150842331340627,5.300958,197.703621974092,0.09186897,"LC",0.10805852515756
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Chanodichthys_erythropterus",4635,"PL",0.809103788531287,0.104407196532989,5.300958,197.703621974092,0.105861288,"LC",0.218345491950064
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Chanodichthys_mongolicus",46706,"PL",0.189998681967984,0.150770713251125,9.481489333,197.77632686684,0.035938509,"LC",0.112968967012632
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Chanodichthys_oxycephalus",56247,"PL",0.172100659010872,0.162706640187784,9.481489403,197.776326936231,0.243279577,"LC",0.120766954663518
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Chanodichthys_dabryi",46610,"PL",0.172100659010872,0.160427724056078,9.481489403,197.776326936231,0.105861288,"LC",0.118403520122792
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Parabramis_pekinensis",282,"PL",0.99291574077411,0.253757985081887,8.6794824,197.804704788023,0.035938509,"LC",0.44669434174379
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Megalobrama_amblycephala",285,"PL",0.234230534775297,0.197887752422162,6.4905285,197.766636024544,0.013992318,"LC",0.169658916193536
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Megalobrama_terminalis",4789,"PL",0.234230534775297,0.197766928730686,6.4905285,197.766636024544,0.013992318,"NE",0.169533631271212
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Xenocypris_macrolepis",11099,"PL",0.855261910450585,0.305153889608919,2.370766,198.342061782283,0,"LC",0.457248347994852
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Xenocypris_davidi",54925,"PL",0.754899292314729,0.30850791626281,2.370766,198.342061782283,0,"LC",0.425718635473011
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Plagiognathops_microlepis",46742,"PL",0.640542227097664,0.341264636219702,9.825021,198.471700999675,0.024103832,"LC",0.448953889875113
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Distoechodon_tumirostris",17306,"PL",0.616413919846941,0.288577790844179,12.535067,198.56596346924,0.024103832,"LC",0.370708167430355
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Pseudobrama_simoni",56111,"PL",0.514984716105046,0.293584723980778,14.410855,198.66383066924,0.060042341,"NE",0.351497276670937
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Hypophthalmichthys_nobilis",275,"PL",0.60859375007394,0.258874169824476,9.795317,199.517633419153,0,"DD",0.335548957500406
"Osteichthyes","Teleostei","Cypriniformes","Xenocyprididae","Hypophthalmichthys_molitrix",274,"PL",0.923900351913874,0.337768753508012,9.795317,199.517633419153,0,"NT",0.535602765896373
"Osteichthyes","Teleostei","Cypriniformes","Acheilognathidae","Acheilognathus_macropterus",54380,"PL",0.596738615746113,0.462112309195085,15.8763044,213.505819889205,0.035938509,"DD",0.587769109396389
"Osteichthyes","Teleostei","Cypriniformes","Acheilognathidae","Acheilognathus_tonkinensis",54709,"PL",0.548248805829913,0.345726998785298,15.8763044003,213.505819889503,0.060042341,"DD",0.462247210402963
"Osteichthyes","Teleostei","Cypriniformes","Acheilognathidae","Acheilognathus_hypselonotus",55893,"PL",0.593792490023892,0.392910427235144,22.776931,213.892224144509,0.394434372,"CR",0.549919664439357
"Osteichthyes","Teleostei","Cypriniformes","Acheilognathidae","Acanthorhodeus_chankaensis",46831,"PL",0.596738615746113,0.400597074342813,22.776931,213.892224144509,0.060042341,"NE",0.557908081376872
"Osteichthyes","Teleostei","Cypriniformes","Acheilognathidae","Acheilognathus_macromandibularis",58200,"PL",0.350868594825646,0.307749181641083,41.985547,214.22628709964,0.868801517,"NE",0.397617558985488
"Osteichthyes","Teleostei","Cypriniformes","Acheilognathidae","Rhodeus_sinensis",54926,"PL",0.154236213097779,0.299040047215493,0.017985,230.630655129257,0.024103832,"LC",0.302711763379289
"Osteichthyes","Teleostei","Cypriniformes","Acheilognathidae","Rhodeus_ocellatus",4784,"PL",0.154236213097779,0.310950550548777,19.9875632,213.577320043223,0.024103832,"DD",0.309146258760906
"Osteichthyes","Teleostei","Cypriniformes","Acheilognathidae","Rhodeus_lighti",47833,"PL",0.350868594825646,0.293755703337361,19.9875632,213.577320043223,0.220750815,"LC",0.3416368219418
"Osteichthyes","Teleostei","Cypriniformes","Gobionidae","Hemibarbus_labeo",17301,"PL",0.507401584790552,0.21590855730295,2.718896,209.983608426805,0,"LC",0.274746378932158
"Osteichthyes","Teleostei","Cypriniformes","Gobionidae","Hemibarbus_maculatus",4752,"PL",0.339198738261255,0.167815147311489,2.718896,209.983608426805,0,"LC",0.181822679886836
"Osteichthyes","Teleostei","Cypriniformes","Gobionidae","Paracanthobrama_guichenoti",54127,"PL",0.559201308749515,0.132024091106509,23.7974065,209.240743569692,0.196646983,"LC",0.224246607549176
"Osteichthyes","Teleostei","Cypriniformes","Gobionidae","Pseudorasbora_parva",4691,"PL",0.65311577262628,0.190644624715605,17.911495,209.265316969163,0,"LC",0.30227418501379
"Osteichthyes","Teleostei","Cypriniformes","Gobionidae","Pseudorasbora_elongata",55987,"PL",0.407817297062894,0.194596927473993,17.911495,209.265316969163,0.243279577,"LC",0.243595277765182
"Osteichthyes","Teleostei","Cypriniformes","Gobionidae","Sarcocheilichthys_sinensis",47349,"PL",0.340677035247451,0.173051630050128,18.50471634,209.095047569657,0.060042341,"LC",0.20446717053631
"Osteichthyes","Teleostei","Cypriniformes","Gobionidae","Sarcocheilichthys_parvus",54968,"PL",0.413196846373295,0.202900209540024,18.504716253,209.095047483414,0.12996512,"LC",0.25398198110379
"Osteichthyes","Teleostei","Cypriniformes","Gobionidae","Sarcocheilichthys_nigripinnis",12225,"PL",0.340677035247451,0.158173026910013,18.50471634,209.095047569657,0.090785695,"LC",0.189036910112663
"Osteichthyes","Teleostei","Cypriniformes","Gobionidae","Squalidus_argentatus",54974,"PL",0.379935889106763,0.135463049081884,7.6160045,210.068775534075,0,"DD",0.164535897466116
"Osteichthyes","Teleostei","Cypriniformes","Gobionidae","Squalidus_wolterstorffi",54972,"PL",0.379935889106763,0.138211463122804,7.6160045,210.068775534075,0.038096149,"LC",0.167386249300616
"Osteichthyes","Teleostei","Cypriniformes","Gobionidae","Coreius_heterodon",55907,"PL",0.718566297336323,0.232971533835297,33.48581598,209.727920499744,0.277878999,"NE",0.395548609930628
"Osteichthyes","Teleostei","Cypriniformes","Gobionidae","Rhinogobio_typus",54978,"PL",0.829418628647478,0.265389644667315,8.419326,208.973298691431,0.035938509,"NE",0.423165365910076
"Osteichthyes","Teleostei","Cypriniformes","Gobionidae","Rhinogobio_cylindricus",55915,"PL",0.749849014435534,0.273963630129483,8.419326,208.973298691431,0.313202356,"NE",0.40669255595424
"Osteichthyes","Teleostei","Cypriniformes","Gobionidae","Abbottina_rivularis",22903,"PL",0.883222021911819,0.272991878005603,26.556240533,209.487080313064,0,"LC",0.496444072776717
"Osteichthyes","Teleostei","Cypriniformes","Gobionidae","Microphysogobio_microstomus",55902,"PL",0.210664252642666,0.233598070620266,26.556240624,209.487080403273,0.776349977,"NE",0.244016096875288
"Osteichthyes","Teleostei","Cypriniformes","Gobionidae","Saurogobio_dumerili",55397,"PL",0.488586921200149,0.190598912120126,18.04299409,209.144208260769,0.196646983,"NE",0.260065870465538
"Osteichthyes","Teleostei","Cypriniformes","Gobionidae","Saurogobio_dabryi",47352,"PL",0.897483141646798,0.278236873392356,18.042994,209.144208171551,0,"LC",0.488889453883982
"Osteichthyes","Teleostei","Cypriniformes","Gobionidae","Saurogobio_punctatus",68767,"PL",0.210664252642666,0.236973967995696,18.04299409,209.144208260769,0.303648677,"NE",0.237033300181036
"Osteichthyes","Teleostei","Cypriniformes","Leuciscidae","Rhynchocypris_oxycephala",48140,"PL",0.525964083584362,0.147440709338746,56.653545217,216.281855711031,0.152493882,"NE",0.281958971185467
"Osteichthyes","Teleostei","Siluriformes","Bagridae","Tachysurus_sinensis",58672,"PL",0.366003519830406,0.257067884390197,69.9530944908,284.404145022829,0,"LC",0.501957088765526
"Osteichthyes","Teleostei","Siluriformes","Bagridae","Tachysurus_eupogon",NA,"PL",0.112859853848159,0.219838335301713,69.95309459,284.404145121167,0.220750815,"NE",0.383167155694681
"Osteichthyes","Teleostei","Siluriformes","Bagridae","Tachysurus_vachellii",50950,"PL",0.0867444890441439,0.227944834906383,69.95309459,284.404145121167,0.035938509,"DD",0.384890682313432
"Osteichthyes","Teleostei","Siluriformes","Bagridae","Tachysurus_nitidus",50943,"PL",0.366003519830406,0.257231738358758,20.22132565,283.042164852593,0.035938509,"LC",0.426584234035111
"Osteichthyes","Teleostei","Siluriformes","Bagridae","Tachysurus_dumerili",50980,"PL",0.752182629515841,0.264410637786776,69.95309459,284.404145121167,0.277878999,"DD",0.58950537524652
"Osteichthyes","Teleostei","Siluriformes","Bagridae","Tachysurus_crassilabris",55077,"PL",0.0867444890441439,0.227160365293052,69.95309459,284.404145121167,0.105861288,"NE",0.384077129329316
"Osteichthyes","Teleostei","Siluriformes","Bagridae","Tachysurus_torosilabris",NA,"PL",0.700112771943567,0.273880281270879,69.95309459,284.404145121167,0.69511796,"NE",0.587792365609848
"Osteichthyes","Teleostei","Siluriformes","Bagridae","Tachysurus_analis",50919,"PL",0.151375071290909,0.237857989238584,69.95309459,284.404145121167,0.108018928,"NE",0.412088117328371
"Osteichthyes","Teleostei","Siluriformes","Bagridae","Tachysurus_tenuis",50762,"PL",0.151375071290909,0.237183531784339,69.95309459,284.404145121167,0.394434372,"NE",0.411116080515538
"Osteichthyes","Teleostei","Siluriformes","Bagridae","Tachysurus_ussuriensi",NA,"PL",0.173832919283098,0.231305345857453,69.95309459,284.404145121167,0.038096149,"LC",0.410781294913157
"Osteichthyes","Teleostei","Siluriformes","Bagridae","Tachysurus_argentivittatus",50965,"PL",0.700112771943567,0.22519265509267,20.22132565,283.042164852593,0.37033054,"LC",0.47015527180456
"Osteichthyes","Teleostei","Siluriformes","Bagridae","Hemibagrus_macropterus",52976,"PL",0.835883811052095,0.289377550972516,52.970368059,283.611713405515,0,"LC",0.588952964021135
"Osteichthyes","Teleostei","Siluriformes","Sisoridae","Glyptothorax_sinensis",24874,"PL",0.835883811052095,0.376805496838274,58.0673381253,283.788999327847,0.108018928,"DD",0.630151198846068
"Osteichthyes","Teleostei","Siluriformes","Amblycipitidae","Liobagrus_anguillicauda",50990,"PL",0.442349323247592,0.317987680432323,23.135634187,283.181491422263,0.115972802,"LC",0.499957648672473
"Osteichthyes","Teleostei","Siluriformes","Amblycipitidae","Liobagrus_aequilabris",64276,"PL",0.442349323247592,0.329086059314314,23.13563428,283.181491514454,0.299210038,"LC",0.509988864221367
"Osteichthyes","Teleostei","Siluriformes","Siluridae","Silurus_asotus",6566,"PL",0.317203580031929,0.171492321305273,10.138801,283.643472225063,0,"LC",0.314481514781004
"Osteichthyes","Teleostei","Siluriformes","Siluridae","Silurus_meridionalis",25308,"PL",0.826797360589974,0.200432695755621,10.138801,283.643472225063,0.021946192,"LC",0.467370398920217
"Osteichthyes","Teleostei","Siluriformes","Clariidae","Clarias_fuscus",293,"PL",0.87765797169607,0.232589264793408,72.130137295,284.966919186805,0.069922779,"LC",0.592520403244863
"Osteichthyes","Teleostei","Osmeriformes","Salangidae","Neosalanx_jordani",47135,"PL",0.705749933531537,0.265614070567497,5.5542705,343.428733965744,0.394434372,"LC",0.498611476214741
"Osteichthyes","Teleostei","Osmeriformes","Salangidae","Neosalanx_tangkahkeii",54884,"PL",0.854797001517635,0.232879309899541,5.5542705,343.428733965744,0.301982831,"LC",0.499917535824157
"Osteichthyes","Teleostei","Osmeriformes","Salangidae","Protosalanx_chinensis",60010,"PL",0.756510142141926,0.268909153919233,10.331905917,343.511823277344,0.868801517,"DD",0.518953018703449
"Osteichthyes","Teleostei","Osmeriformes","Salangidae","Hemisalanx_brachyrostralis",55416,"PL",0.616413919846941,0.329433302400836,25.751158242,344.048145096005,0.69511796,"NE",0.553032156796317
"Osteichthyes","Teleostei","Mugiliformes","Mugilidae","Mugil_cephalus",785,"PL",0.909280852515383,0.276183228104697,107.660061053,333.685889253431,0.778015822,"LC",0.656363603132043
"Osteichthyes","Teleostei","Beloniformes","Hemiramphidae","Hyporhamphus_intermedius",12985,"PL",0.968441821942804,0.31358695741561,94.13048692,333.45059239964,0.105861288,"LC",0.662217806798745
"Osteichthyes","Teleostei","Beloniformes","Adrianichthyidae","Oryzias_sinensis",52632,"PL",0.502577848048589,0.281985770343735,94.13048684,333.450592320336,0.220750815,"LC",0.599879129613365
"Osteichthyes","Teleostei","Synbranchiformes","Synbranchidae","Monopterus_albus",4663,"PL",0.841273888008038,0.346688683628241,85.72257096,332.355189312683,0,"LC",0.652357871426748
"Osteichthyes","Teleostei","Synbranchiformes","Mastacembelidae","Sinobdella_sinensis",52400,"PL",0.336738739778551,0.181366195013489,85.72257106,332.355189411814,0.094026611,"LC",0.464750976241608
"Osteichthyes","Teleostei","Centrarchiformes","Sinipercidae","Siniperca_roulei",55428,"PL",0.301519058368963,0.287046290955763,11.37913142,324.978757823866,0.126724204,"DD",0.46414844205842
"Osteichthyes","Teleostei","Centrarchiformes","Sinipercidae","Siniperca_chuatsi",28054,"PL",0.415216750887543,0.294656886011118,2.788446,324.680768332979,0.013992318,"LC",0.476554815449437
"Osteichthyes","Teleostei","Centrarchiformes","Sinipercidae","Siniperca_knerii",55170,"PL",0.602774069386046,0.239146863354318,2.788446,324.680768332979,0.069922779,"DD",0.46894755172048
"Osteichthyes","Teleostei","Centrarchiformes","Sinipercidae","Siniperca_scherzeri",55171,"PL",0.716808972726419,0.235899185910422,7.174366,324.777827886596,0.083915096,"DD",0.481389833164509
"Osteichthyes","Teleostei","Centrarchiformes","Sinipercidae","Siniperca_obscura",52749,"PL",0.301519058368963,0.31103545426253,7.7345585,324.766787680805,0.060042341,"LC",0.474589068650824
"Osteichthyes","Teleostei","Centrarchiformes","Sinipercidae","Siniperca_undulata",55172,"PL",0.365740763624665,0.260011916307005,7.174366,324.777827886596,0.060042341,"NT",0.455757942818379
"Osteichthyes","Teleostei","Gobiiformes","Odontobutidae","Odontobutis_sinensis",61585,"PL",0.305329375989471,0.195754969397735,69.936954215,331.462198230109,0.046050024,"NE",0.446172612540198
"Osteichthyes","Teleostei","Gobiiformes","Odontobutidae","Micropercops_cinctus",4695,"PL",0.354358003887949,0.220817363545229,69.93695431,331.462198324283,0.024103832,"LC",0.479304057437704
"Osteichthyes","Teleostei","Gobiiformes","Gobiidae","Rhinogobius_similis",23114,"PL",0.373462781297569,0.290522711680514,59.56243745,330.930232082492,0.024103832,"NE",0.53005971833065
"Osteichthyes","Teleostei","Gobiiformes","Gobiidae","Rhinogobius_cliffordpopei",60226,"PL",0.373462781297569,0.315235992401084,59.56243745,330.930232082492,0,"NE",0.552396688379124
"Osteichthyes","Teleostei","Gobiiformes","Gobiidae","Mugilogobius_myxodermus",55202,"PL",0.305329375989471,0.172203000119599,59.5624374495,330.930232081996,0.394434372,"NE",0.428332340229264
"Osteichthyes","Teleostei","Anabantiformes","Osphronemidae","Macropodus_ocellatus",4795,"PL",0.987350052411928,0.352554467144734,33.58689076,331.157210265883,0.024103832,"LC",0.610310178061595
"Osteichthyes","Teleostei","Anabantiformes","Osphronemidae","Macropodus_opercularis",4777,"PL",0.99527988176878,0.392003636196644,33.58689067,331.157210176666,0.024103832,"LC",0.627097179111695
"Osteichthyes","Teleostei","Anabantiformes","Channidae","Channa_orientalis",5143,"PL",0.99527988176878,0.362347078493566,78.145760088,331.932147035136,0.035938509,"VU",0.666347774724446
"Osteichthyes","Teleostei","Pleuronectiformes","Cynoglossidae","Cynoglossus_cynoglossus",5456,"PL",0.942292541382975,0.311057134625034,108.078103053,333.431853688527,0.37033054,"LC",0.674439988182628
"Osteichthyes","Teleostei","Tetraodontiformes","Tetraodontidae","Takifugu_obscurus",24264,"PL",0.783976954129956,0.206577211479981,4.0503537059,331.453113293506,0.198312829,"LC",0.474175043630994
"Osteichthyes","Teleostei","Tetraodontiformes","Tetraodontidae","Takifugu_ocellatus",55081,"PL",0.783976954129956,0.232829840677645,4.050353706,331.453113293605,0.37033054,"NT",0.487293420703853
"Osteichthyes","Chondrostei","Acipenseriformes","Acipenseridae","Acipenser_sinensis",8762,"GR",0.995142882889179,0.371194369619358,333.36981999021,666.73964000698,0.501529023,"CR",0.977156675467107
"Osteichthyes","Teleostei","Anguilliformes","Anguillidae","Anguilla_japonica",295,"GR",0.99751653761865,0.411189634319586,192.782783073,387.200299177079,0.289098524,"EN",0.82036291478408
"Osteichthyes","Teleostei","Clupeiformes","Dorosomatidae","Tenualosa_reevesii",1598,"GR",0.650066875584581,0.137317182617872,101.60123579,336.926064480823,0.313202356,"DD",0.517907745043185
"Osteichthyes","Teleostei","Clupeiformes","Engraulidae","Coilia_brachygnathus",615,"GR",0.602774069386046,0.191320116913295,101.60123569,336.926064381405,0.196646983,"NE",0.556610103014489
"Osteichthyes","Teleostei","Cypriniformes","Catostomidae","Myxocyprinus_asiaticus",12304,"GR",0.289087067230831,0.178188327212458,93.24906354,237.836910281969,0.198312829,"VU",0.348340464173446
"Osteichthyes","Teleostei","Cypriniformes","Balitoridae","Lepturichthys_fimbriatus",58518,"GR",0.126771284830718,0.202925130059753,11.98612562,228.435475394551,0.313202356,"LC",0.20616878427882
"Osteichthyes","Teleostei","Cypriniformes","Balitoridae","Lepturichthys_dolichopterus",58520,"GR",0.252288142251957,0.205136022622822,11.986125543,228.435475317999,0.525632855,"LC",0.240584424599231
"Osteichthyes","Teleostei","Cypriniformes","Botiidae","Leptobotia_hengyangensis",60444,"GR",0.2261283656497,0.192761160606417,13.31689044,225.584586760649,0.525632855,"VU",0.217732310945512
"Osteichthyes","Teleostei","Cypriniformes","Botiidae","Leptobotia_citrauratea",69535,"GR",0.181024024766802,0.211105225777163,13.31689044,225.584586760649,0.525632855,"LC",0.225213251037865
"Osteichthyes","Teleostei","Cypriniformes","Botiidae","Leptobotia_micra",68642,"GR",0.323037600164326,0.219770863601035,13.31689044,225.584586760649,0.525632855,"NT",0.270544839597546
"Osteichthyes","Teleostei","Cypriniformes","Botiidae","Leptobotia_aff.Bellacauda",NA,"GR",0.171772143235541,0.198543380790858,13.31689044,225.584586760649,0.525632855,"NE",0.209817867443678
"Osteichthyes","Teleostei","Cypriniformes","Botiidae","Leptobotia_taeniops",60442,"GR",0.853341944260988,0.230705581985117,13.316890357,225.584586678131,0.313202356,"LC",0.422241020065363
"Osteichthyes","Teleostei","Cypriniformes","Botiidae","Parabotia_fasciatus",54998,"GR",0.184339696368976,0.19755540746621,8.620774387,225.366162761974,0.105861288,"LC",0.206176414833719
"Osteichthyes","Teleostei","Cypriniformes","Botiidae","Parabotia_banarescui",59575,"GR",0.126771284830718,0.198217010373595,6.588219,225.342528311821,0.420297007,"DD",0.189725837358518
"Osteichthyes","Teleostei","Cypriniformes","Botiidae","Parabotia_lijiangensis",60507,"GR",0.171772143235541,0.193917628884956,6.588219,225.342528311821,0.444400839,"DD",0.196783860936932
"Osteichthyes","Teleostei","Cypriniformes","Botiidae","Parabotia_kiangsiensis",66157,"GR",0.2261283656497,0.178257063280513,8.6207743,225.36616267548,0.444400839,"LC",0.196857270071106
"Osteichthyes","Teleostei","Cypriniformes","Botiidae","Parabotia_maculosus",60421,"GR",0.226259531876812,0.218828288765628,8.620774387,225.366162761974,0.525632855,"LC",0.238966307504571
"Osteichthyes","Teleostei","Cypriniformes","Cobitidae","Cobitis_sinensis",47864,"GR",0.42355773824873,0.23623186352793,25.671104004,228.960719438631,0.108018928,"LC",0.333473586394761
"Osteichthyes","Teleostei","Cypriniformes","Cobitidae","Cobitis_macrostigma",54728,"GR",0.835415695921578,0.253801244799707,25.671104004,228.960719438631,0.220750815,"NE",0.483501257143907
"Osteichthyes","Teleostei","Cypriniformes","Cobitidae","Misgurnus_anguillicaudatus",3016,"GR",0.336738739778551,0.181675392749352,30.163979128,229.012962172631,0,"LC",0.259988246548422
"Osteichthyes","Teleostei","Cypriniformes","Cobitidae","Misgurnus_dabryanus",17244,"GR",0.689303492981888,0.195509465525814,30.16397921,229.012962254155,0.186478151,"LC",0.364564991453579
"Osteichthyes","Teleostei","Cypriniformes","Gastromyzontidae","Vanmanenia_stenosoma",60134,"GR",0.250943199028454,0.227932604244238,15.788643417,227.296556012585,0.511640537,"NE",0.26635720305406
"Osteichthyes","Teleostei","Cypriniformes","Balitoridae","Vanmanenia_aff.Maculata",NA,"GR",0.250943199028454,0.241431578004296,27.11883292,227.55656820753,0.30645711,"NE",0.29397413881098
"Osteichthyes","Teleostei","Cypriniformes","Gastromyzontidae","Vanmanenia_gymnetrus",55020,"GR",0.496255350475224,0.317525955673753,27.11883292,227.55656820753,0.503686663,"LC",0.453346807321897
"Osteichthyes","Teleostei","Cypriniformes","Gastromyzontidae","Pseudogastromyzon_changtingensis",55026,"GR",0.499912839203787,0.307518460734112,14.86946546,227.285867980323,0.422454647,"NE",0.411524205338632
"Osteichthyes","Teleostei","Cypriniformes","Gastromyzontidae","Pseudogastromyzon_fangi",55024,"GR",0.499912839203787,0.352203380565465,14.869465375,227.285867895817,0.503686663,"LC",0.475858152778491
"Osteichthyes","Teleostei","Cypriniformes","Gastromyzontidae","Formosania_paucisquama",55021,"GR",0.496255350475224,0.301145638861345,15.78864349,227.29655608516,0.503686663,"LC",0.405066009293696
"Osteichthyes","Teleostei","Cypriniformes","Nemacheilidae","Schistura_incerta",54996,"GR",0.124034470650505,0.22666470572927,50.28891423,229.315622481166,0.320449427,"DD",0.2761251522865
"Osteichthyes","Teleostei","Cypriniformes","Nemacheilidae","Schistura_fasciolata",54991,"GR",0.124034470650505,0.21443749600685,47.759026853,229.256787804591,0.30645711,"DD",0.26040265359538
"Osteichthyes","Teleostei","Cypriniformes","Nemacheilidae","Oreonectes_platycephalus",7760,"GR",0.312975254428868,0.186769438665211,36.496396128,229.12582698712,0.525632855,"DD",0.266744823257771
"Osteichthyes","Teleostei","Cypriniformes","Nemacheilidae","Traccatichthys_pulcher",54990,"GR",0.251086936924663,0.159145049685803,36.49639613,229.125826989108,0.525632855,"LC",0.22225750965455
"Osteichthyes","Teleostei","Cypriniformes","Cyprinidae","Spinibarbus_caldwelli",17293,"GR",0.317203580031929,0.143012253864374,33.565022423,210.029869481399,0.013992318,"DD",0.186413797002071
"Osteichthyes","Teleostei","Cypriniformes","Cyprinidae","Acrossocheilus_kreyenbergii",55158,"GR",0.463071794720584,0.216837185134927,2.9192735,209.112403308748,0.114889527,"DD",0.263108903798878
"Osteichthyes","Teleostei","Cypriniformes","Cyprinidae","Acrossocheilus_parallens",54938,"GR",0.463071794720584,0.224766313257573,2.9192735,209.112403308748,0.225225093,"LC",0.271332005243909
"Osteichthyes","Teleostei","Cypriniformes","Cyprinidae","Onychostoma_virgulatum",65185,"GR",0.164653243873901,0.170669908012724,21.83642847,209.347974472899,0.422454647,"NE",0.161254239502344
"Osteichthyes","Teleostei","Cypriniformes","Cyprinidae","Onychostoma_brevibarba",NA,"GR",0.275376609886216,0.15421482967617,21.83642847,209.347974472899,0.331668952,"NE",0.172525807555408
"Osteichthyes","Teleostei","Cypriniformes","Cyprinidae","Onychostoma_lini",54860,"GR",0.678935493988043,0.249557017560517,21.83642847,209.347974472899,0.422454647,"DD",0.37749693429473
"Osteichthyes","Teleostei","Cypriniformes","Cyprinidae","Folifer_brevifilis",54953,"GR",0.543797265413078,0.203066830754768,20.494470672,209.316766067544,0.430408521,"DD",0.290270782825019
"Osteichthyes","Teleostei","Cypriniformes","Cyprinidae","Barbodes_semifasciolatus",4677,"GR",0.294713032772665,0.161514828328967,41.25566278,210.566425761341,0.503686663,"LC",0.209704887290512
"Osteichthyes","Teleostei","Cypriniformes","Cyprinidae","Parasinilabeo_maculatus",58406,"GR",0.319595050135441,0.193260840403979,30.5512307935,211.380754126925,0.525632855,"NE",0.237941456065682
